CD8_Epitopes,FS20,,,,CD8_Epitopes,FS21,,,,CD8_Epitopes,FS22,,,,CD8_Epitopes,Bang,,,,CD8_Epitopes,FSGT,,,,,CD8_Epitopes,FSSP,,,,CD8_Epitopes,VacRan,,,,CD8_Epitopes,VacSP,,,
Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value
886929,lcl|OR863389.1_prot_WPS90550.1_19,75,100,7.90e-01,886929,lcl|OR393175.1_prot_WNV32719.1_19,75,100,7.90e-01,886929,lcl|OR393169.1_prot_WNV31825.1_19,75,100,7.90e-01,886929,lcl|OP688129.1_prot_UZP80035.1_20,75,100,8.10e-01,887133,lcl|MN072620.1_prot_QEJ78768.1_65,1,90,100,1.10e-02,887227,lcl|MW167070.1_prot_QQG63062.1_113,88.89,100,5.10e-02,919562,lcl|OK422494.1_prot_UJQ44465.1_92,81.82,100,5.87e-04,887227,lcl|MT137384.1_prot_QRU95203.1_112,88.89,100,5.10e-02
886936,lcl|OR863389.1_prot_WPS90569.1_38,77.78,100,4.00e-01,886936,lcl|OR393175.1_prot_WNV32738.1_38,77.78,100,4.00e-01,886936,lcl|OR393169.1_prot_WNV31844.1_38,77.78,100,4.00e-01,886936,lcl|OP688129.1_prot_UZP80054.1_39,77.78,100,4.10e-01,887137,lcl|MN072620.1_prot_QEJ78846.1_143,1,85.71,88,2.40e+00,887246,lcl|MW167070.1_prot_QQG63055.1_106,71.43,78,7.80e+00,,,,,,887246,lcl|MT137384.1_prot_QRU95196.1_105,71.43,78,7.70e+00
886938,lcl|OR863389.1_prot_WPS90631.1_100,72.73,100,2.60e-01,886938,lcl|OR393175.1_prot_WNV32800.1_100,72.73,100,2.60e-01,886938,lcl|OR393169.1_prot_WNV31906.1_100,72.73,100,2.60e-01,886938,lcl|OP688129.1_prot_UZP80116.1_101,72.73,100,2.60e-01,887227,lcl|MN072620.1_prot_QEJ78815.1_112,1,88.89,100,5.30e-02,887284,lcl|MW167070.1_prot_QQG63074.1_125,70,100,7.10e-01,,,,,,887284,lcl|MT137384.1_prot_QRU95215.1_124,70,100,7.10e-01
886975,lcl|OR863389.1_prot_WPS90565.1_34,87.5,100,4.00e-02,886975,lcl|OR393175.1_prot_WNV32734.1_34,87.5,100,4.00e-02,886975,lcl|OR393169.1_prot_WNV31840.1_34,87.5,100,4.00e-02,886975,lcl|OP688129.1_prot_UZP80050.1_35,87.5,100,4.10e-02,887246,lcl|MN072620.1_prot_QEJ78843.1_140,1,75,89,1.10e+00,887286,lcl|MW167070.1_prot_QQG63036.1_87,87.5,100,5.10e-02,,,,,,887286,lcl|MT137384.1_prot_QRU95177.1_86,87.5,100,5.10e-02
887133,lcl|OR863389.1_prot_WPS90599.1_68,90,100,1.10e-02,887133,lcl|OR393175.1_prot_WNV32768.1_68,90,100,1.10e-02,887133,lcl|OR393169.1_prot_WNV31874.1_68,90,100,1.10e-02,887133,lcl|OP688129.1_prot_UZP80084.1_69,90,100,1.10e-02,887284,lcl|MN072620.1_prot_QEJ78827.1_124,1,70,100,6.90e-01,919562,lcl|MW167070.1_prot_QQG63036.1_87,81.82,100,5.86e-04,,,,,,919562,lcl|MT137384.1_prot_QRU95177.1_86,81.82,100,5.85e-04
887137,lcl|OR863389.1_prot_WPS90676.1_145,85.71,88,2.50e+00,887137,lcl|OR393175.1_prot_WNV32845.1_145,85.71,88,2.50e+00,887137,lcl|OR393169.1_prot_WNV31951.1_145,85.71,88,2.50e+00,887137,lcl|OP688129.1_prot_UZP80162.1_147,85.71,88,2.50e+00,887286,lcl|MN072620.1_prot_QEJ78789.1_86,1,87.5,100,5.00e-02,,,,,,,,,,,,,,,
887227,lcl|OR863389.1_prot_WPS90646.1_115,88.89,100,5.20e-02,887227,lcl|OR393175.1_prot_WNV32815.1_115,88.89,100,5.30e-02,887227,lcl|OR393169.1_prot_WNV31921.1_115,88.89,100,5.30e-02,887227,lcl|OP688129.1_prot_UZP80131.1_116,88.89,100,5.30e-02,919562,lcl|MN072620.1_prot_QEJ78789.1_86,1,81.82,100,5.38e-04,,,,,,,,,,,,,,,
887246,lcl|OR863389.1_prot_WPS90639.1_108,71.43,78,4.50e+00,887246,lcl|OR393175.1_prot_WNV32808.1_108,71.43,78,4.50e+00,887246,lcl|OR393169.1_prot_WNV31914.1_108,71.43,78,4.50e+00,887246,lcl|OP688129.1_prot_UZP80124.1_109,71.43,78,4.60e+00,,,,,,,,,,,,,,,,,,,,,
887284,lcl|OR863389.1_prot_WPS90657.1_126,70,100,6.50e-01,887284,lcl|OR393175.1_prot_WNV32826.1_126,70,100,6.50e-01,887284,lcl|OR393169.1_prot_WNV31932.1_126,70,100,6.50e-01,887284,lcl|OP688129.1_prot_UZP80142.1_127,70,100,6.60e-01,,,,,,,,,,,,,,,,,,,,,
887286,lcl|OR863389.1_prot_WPS90620.1_89,87.5,100,5.20e-02,887286,lcl|OR393175.1_prot_WNV32789.1_89,87.5,100,5.20e-02,887286,lcl|OR393169.1_prot_WNV31895.1_89,87.5,100,5.20e-02,887286,lcl|OP688129.1_prot_UZP80105.1_90,87.5,100,5.20e-02,,,,,,,,,,,,,,,,,,,,,
919562,lcl|OR863389.1_prot_WPS90620.1_89,81.82,100,6.26e-04,919562,lcl|OR393175.1_prot_WNV32789.1_89,81.82,100,6.27e-04,919562,lcl|OR393169.1_prot_WNV31895.1_89,81.82,100,6.27e-04,919562,lcl|OP688129.1_prot_UZP80105.1_90,81.82,100,6.38e-04,,,,,,,,,,,,,,,,,,,,,
